"Jahr";"Ebene";"kkname";"kkkoe";"kgname";"kgkoe";"ggfest";"dggfest";"gg";"dgg";"ggfr";"gg13";"gg14";"gg15";"ggzug";"gebu";"einwohn"
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1185;;1185;;611;13;9;12;37;6;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1175;-0.84;1175;-0.84;610;5;14;9;38;13;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1152;-1.96;1146;-2.47;588;11;6;15;36;6;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1101;-4.43;1100;-4.01;563;7;11;8;35;8;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1091;-0.91;1091;-0.82;563;5;7;11;38;8;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1070;-1.92;1070;-1.92;559;6;5;7;37;10;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1050;-1.87;1049;-1.96;552;5;11;4;34;9;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Dahle";"1903905";1009;-3.90;1008;-3.91;534;11;6;11;32;13;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2585;;2585;;1377;27;29;20;16;28;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2504;-3.13;2504;-3.13;1333;33;26;30;17;14;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2492;-0.48;2480;-0.96;1320;29;38;27;24;19;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2440;-2.09;2437;-1.73;1302;30;29;38;35;16;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2382;-2.38;2382;-2.26;1282;19;27;27;49;18;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2342;-1.68;2343;-1.64;1264;24;21;26;58;15;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2330;-0.51;2330;-0.55;1245;23;24;20;57;26;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Deilinghofen";"1903906";2269;-2.62;2269;-2.62;1215;21;24;26;58;31;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";7068;;7068;;3980;67;65;78;23;65;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";6999;-0.98;6999;-0.98;3926;66;70;65;25;60;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";6810;-2.70;6777;-3.17;3778;57;64;67;27;56;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";6691;-1.75;6683;-1.39;3726;41;60;66;23;52;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";6470;-3.30;6472;-3.16;3613;40;41;61;30;71;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";6257;-3.29;6260;-3.28;3525;39;41;38;30;48;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";6083;-2.78;6083;-2.83;3443;35;39;47;29;63;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Elsey in Hohenlimburg";"1903907";5946;-2.25;5941;-2.33;3363;33;42;38;28;64;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2829;;2829;;1577;31;29;27;41;28;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2815;-0.49;2815;-0.49;1564;34;30;30;42;31;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2784;-1.10;2770;-1.60;1521;19;33;34;42;22;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2704;-2.87;2701;-2.49;1478;25;18;31;40;30;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2747;1.59;2747;1.70;1489;27;30;18;56;17;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2718;-1.06;2719;-1.02;1467;32;30;31;71;29;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2655;-2.32;2656;-2.32;1447;26;30;30;65;25;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Ergste";"1903908";2644;-0.41;2646;-0.38;1434;35;26;30;70;33;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1479;;1479;;812;14;20;18;15;10;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1464;-1.01;1464;-1.01;790;15;15;20;14;12;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1449;-1.02;1442;-1.50;779;16;16;14;14;9;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1417;-2.21;1415;-1.87;764;12;17;16;16;8;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1396;-1.48;1396;-1.34;748;21;14;17;25;12;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1348;-3.44;1349;-3.37;730;12;19;13;28;16;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1320;-2.08;1318;-2.30;718;11;11;19;31;11;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Evingsen";"1903909";1277;-3.26;1277;-3.11;686;7;11;11;30;14;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";9386;;9386;;5191;104;100;112;15;88;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";9253;-1.42;9253;-1.42;5114;92;104;103;15;88;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";9039;-2.31;8996;-2.78;4956;78;87;108;14;94;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";8892;-1.63;8881;-1.28;4883;86;79;87;13;74;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";8680;-2.38;8682;-2.24;4777;85;91;83;11;76;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";8489;-2.20;8493;-2.18;4700;92;84;93;10;81;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";8256;-2.74;8256;-2.79;4605;81;92;83;10;90;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Hemer";"1903910";8054;-2.45;8055;-2.43;4496;67;80;94;13;81;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";4312;;4312;;2328;72;56;57;8;38;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";4250;-1.44;4250;-1.44;2306;61;72;55;12;38;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";4195;-1.29;4174;-1.79;2282;39;61;73;17;45;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";4135;-1.43;4130;-1.05;2264;43;42;62;18;36;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";4027;-2.61;4027;-2.49;2202;48;41;42;22;38;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";3934;-2.31;3936;-2.26;2149;42;49;39;21;37;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";3839;-2.41;3838;-2.49;2094;51;43;47;24;47;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Hennen";"1903911";3768;-1.85;3765;-1.90;2046;38;50;43;31;44;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1629;;1629;;857;18;19;17;26;12;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1595;-2.09;1595;-2.09;853;15;19;17;25;16;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1559;-2.26;1551;-2.76;841;18;15;18;23;19;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1512;-3.01;1510;-2.64;801;10;17;14;20;19;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1481;-2.05;1481;-1.92;784;8;10;18;26;13;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1462;-1.28;1463;-1.22;773;13;8;9;35;20;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1456;-0.41;1456;-0.48;760;11;12;9;33;18;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Ihmert";"1903913";1424;-2.20;1424;-2.20;751;10;11;12;32;24;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2598;;2598;;1359;24;33;33;24;27;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2584;-0.54;2584;-0.54;1360;26;24;33;24;25;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2515;-2.67;2503;-3.13;1331;17;29;25;25;18;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2455;-2.39;2452;-2.04;1308;22;20;28;28;30;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2393;-2.53;2393;-2.41;1282;19;25;22;31;22;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2340;-2.21;2341;-2.17;1262;20;20;25;40;35;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2250;-3.85;2251;-3.84;1216;15;19;19;42;26;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Christus";"1903914";2185;-2.89;2186;-2.89;1198;12;17;20;41;23;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3592;;3592;;2054;39;27;30;184;38;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3531;-1.70;3531;-1.70;2015;22;38;27;186;28;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3498;-0.93;3481;-1.42;1973;19;23;40;200;31;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3412;-2.46;3408;-2.10;1926;27;18;26;191;24;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3310;-2.99;3310;-2.88;1868;30;27;18;190;21;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3191;-3.60;3192;-3.56;1809;21;34;29;200;28;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3086;-3.29;3089;-3.23;1751;25;23;35;193;28;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Erlöser";"1903915";3007;-2.56;3011;-2.53;1703;28;24;24;213;27;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2972;;2972;;1643;20;33;29;55;29;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2911;-2.05;2911;-2.05;1613;33;18;32;55;23;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2840;-2.44;2826;-2.92;1540;21;32;21;64;28;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2846;0.21;2842;0.57;1545;16;23;34;57;23;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2800;-1.62;2800;-1.48;1521;23;18;26;61;31;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2731;-2.46;2732;-2.43;1493;19;23;17;61;31;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2681;-1.83;2681;-1.87;1450;24;19;27;64;25;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Johannes";"1903916";2622;-2.20;2622;-2.20;1418;18;24;21;62;17;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";4178;;4178;;2274;44;59;55;10;44;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";4100;-1.87;4100;-1.87;2228;39;44;58;20;47;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";4023;-1.88;4003;-2.37;2159;34;38;45;21;39;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";3902;-3.01;3897;-2.65;2108;41;35;36;20;45;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";3827;-1.92;3827;-1.80;2083;34;42;40;23;56;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";3778;-1.28;3780;-1.23;2070;27;36;44;25;43;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";3719;-1.56;3719;-1.61;2031;30;27;37;26;50;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Maria-Magdalena";"1903917";3682;-0.99;3681;-1.02;2026;27;33;27;28;44;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";7320;;7320;;4131;49;72;69;95;54;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";7169;-2.06;7169;-2.06;4048;47;49;79;103;51;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";7000;-2.36;6966;-2.83;3936;56;53;50;104;50;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";6820;-2.57;6812;-2.21;3847;43;60;53;95;52;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";6605;-3.15;6607;-3.01;3719;50;44;58;96;50;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";6430;-2.65;6433;-2.63;3585;40;54;47;94;46;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";6208;-3.45;6210;-3.47;3460;38;38;55;92;54;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Iserlohn-Versöhnung";"1903918";6038;-2.74;6039;-2.75;3348;45;39;40;89;56;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2912;;2912;;1558;25;33;35;45;27;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2846;-2.27;2846;-2.27;1516;19;25;32;44;20;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2830;-0.56;2816;-1.05;1489;20;20;27;42;19;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2790;-1.41;2787;-1.03;1480;18;19;18;19;21;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2806;0.57;2806;0.68;1489;33;20;21;35;36;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2748;-2.07;2749;-2.03;1460;14;34;21;31;37;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2693;-2.00;2694;-2.00;1429;25;14;34;30;29;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Lendringsen";"1903919";2652;-1.52;2654;-1.48;1408;18;25;17;29;31;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3740;;3740;;2146;26;31;27;148;35;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3693;-1.26;3693;-1.26;2127;26;29;31;156;20;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3664;-0.79;3646;-1.27;2095;28;27;30;167;39;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3654;-0.27;3649;0.08;2106;26;28;26;180;39;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3619;-0.96;3619;-0.82;2097;20;30;29;197;37;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3564;-1.52;3565;-1.49;2061;30;19;30;202;38;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3502;-1.74;3503;-1.74;2009;26;34;17;206;36;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Letmathe";"1903920";3416;-2.46;3416;-2.48;1958;24;28;35;209;42;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8938;;8938;;4801;58;87;103;8;109;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8871;-0.75;8871;-0.75;4814;82;61;95;8;80;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8693;-2.01;8650;-2.49;4695;64;84;61;7;103;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8555;-1.59;8544;-1.23;4658;70;65;86;10;92;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8458;-1.13;8460;-0.98;4610;72;72;67;11;106;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8322;-1.61;8325;-1.60;4562;71;78;71;13;104;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8184;-1.66;8185;-1.68;4503;76;73;79;14;100;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Menden";"1903921";8009;-2.14;8005;-2.20;4423;68;76;70;14;96;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1864;;1864;;1021;14;13;15;1;11;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1829;-1.88;1829;-1.88;1008;15;14;13;2;20;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1781;-2.62;1772;-3.12;975;17;12;12;2;22;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1709;-4.04;1707;-3.67;946;7;16;12;3;19;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1652;-3.34;1652;-3.22;910;8;5;16;4;19;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1615;-2.24;1616;-2.18;888;14;8;5;6;18;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1567;-2.97;1568;-2.97;861;8;13;9;6;13;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Nachrodt-Obstfeld";"1903922";1506;-3.89;1506;-3.95;822;4;8;13;7;14;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";3191;;3191;;1764;38;40;40;42;24;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";3161;-0.94;3161;-0.94;1757;26;41;40;47;22;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";3080;-2.56;3065;-3.04;1705;22;27;40;50;28;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";3050;-0.97;3046;-0.62;1696;35;21;28;62;32;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";3016;-1.11;3016;-0.98;1660;20;34;21;69;38;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";2970;-1.53;2971;-1.49;1646;24;23;37;67;37;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";2947;-0.77;2947;-0.81;1634;27;26;24;78;15;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Oestrich";"1903923";2849;-3.33;2845;-3.46;1570;23;26;27;87;30;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";14170;;14170;;7950;128;158;150;9;132;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";13821;-2.46;13821;-2.46;7793;122;125;155;11;115;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";13579;-1.75;13514;-2.22;7631;108;127;129;14;139;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";13351;-1.68;13334;-1.33;7555;117;109;130;14;128;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";13057;-2.20;13060;-2.05;7369;93;122;112;14;121;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";12714;-2.63;12719;-2.61;7172;99;90;118;17;112;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";12402;-2.45;12404;-2.48;7016;100;102;93;16;136;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Schwerte";"1903924";12023;-3.06;12020;-3.10;6836;84;100;101;19;117;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2882;;2882;;1569;38;33;27;10;24;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2823;-2.05;2823;-2.05;1545;35;37;32;18;24;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2760;-2.23;2746;-2.73;1508;25;37;36;23;17;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2697;-2.28;2694;-1.89;1480;27;22;37;20;30;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2634;-2.34;2634;-2.23;1440;25;27;21;26;32;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2557;-2.92;2558;-2.89;1398;18;25;27;28;13;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2505;-2.03;2505;-2.07;1370;29;17;28;26;23;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Westhofen";"1903925";2450;-2.20;2450;-2.20;1342;23;29;18;32;32;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1120;;1120;;566;14;9;9;73;8;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1115;-0.45;1115;-0.45;570;10;15;9;69;15;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1118;0.27;1113;-0.18;574;9;11;15;66;10;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1103;-1.34;1102;-0.99;572;20;8;9;90;18;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1122;1.72;1122;1.81;580;8;20;9;100;8;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1113;-0.80;1113;-0.80;577;9;8;19;91;11;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1095;-1.62;1094;-1.71;571;16;9;8;92;9;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Wiblingwerde";"1903926";1072;-2.10;1072;-2.01;564;17;17;9;90;17;
2014;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";1007;;1007;;567;11;12;12;51;7;
2015;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";986;-2.09;986;-2.09;561;12;11;12;53;3;
2016;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";953;-3.35;948;-3.85;549;7;12;12;54;2;
2017;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";1005;5.46;1004;5.91;580;6;7;12;55;8;
2018;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";913;-9.15;913;-9.06;529;3;6;7;56;8;
2019;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";902;-1.20;902;-1.20;520;10;3;6;61;4;
2020;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";875;-2.99;875;-2.99;511;6;10;3;60;7;
2021;"Kirchengemeinden";"Iserlohn";"19039";"KG Hohenlimburg";"1903981";863;-1.37;862;-1.49;502;5;7;10;59;9;
2014;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3632;;3628;;1859;30;44;42;31;31;
2015;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3563;-1.90;3563;-1.79;1816;28;31;44;30;17;
2016;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3498;-1.82;3473;-2.53;1780;35;29;32;30;14;
2017;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3415;-2.37;3397;-2.19;1741;30;36;31;29;27;
2018;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3330;-2.49;3326;-2.09;1712;21;32;34;30;20;
2019;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3250;-2.40;3247;-2.38;1677;21;24;32;32;36;
2020;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3168;-2.52;3166;-2.49;1639;26;23;24;32;28;
2021;"Kirchengemeinden";"Lübbecke";"19040";"KG Alswede";"1904001";3090;-2.46;3089;-2.43;1598;26;26;22;29;32;
2014;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2337;;2335;;1194;31;32;27;20;14;
2015;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2287;-2.14;2287;-2.06;1168;29;33;35;20;8;
2016;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2253;-1.49;2237;-2.19;1151;19;29;33;20;20;
2017;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2223;-1.33;2211;-1.16;1137;21;19;30;22;11;
2018;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2179;-1.98;2177;-1.54;1119;23;21;19;23;18;
2019;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2157;-1.01;2155;-1.01;1103;20;24;23;23;17;
2020;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2126;-1.44;2126;-1.35;1097;11;19;25;17;17;
2021;"Kirchengemeinden";"Lübbecke";"19040";"KG Blasheim";"1904002";2078;-2.26;2077;-2.30;1084;13;14;19;17;16;
2014;"Kirchengemeinden";"Lübbecke";"19040";"KG Börninghausen";"1904003";1604;;1602;;837;21;19;20;38;9;
2015;"Kirchengemeinden";"Lübbecke";"19040";"KG Börninghausen";"1904003";1569;-2.18;1569;-2.06;821;15;20;19;37;7;
2016;"Kirchengemeinden";"Lübbecke";"19040";"KG Börninghausen";"1904003";1552;-1.08;1541;-1.78;811;16;16;20;39;8;
2017;"Kirchengemeinden";"Lübbecke";"19040";"KG Börninghausen";"1904003";1436;-7.47;1429;-7.27;755;16;17;14;13;13;
