"Jahr";"Ebene";"kkname";"kkkoe";"kgname";"kgkoe";"ggfest";"dggfest";"gg";"dgg";"ggfr";"gg13";"gg14";"gg15";"ggzug";"gebu";"einwohn"
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2482;-0.28;2484;-0.12;1448;27;39;19;301;21;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2457;-1.01;2458;-1.05;1427;20;27;39;338;15;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2436;-0.85;2436;-0.90;1420;34;20;27;359;13;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Matthäus";"1903313";2389;-1.93;2389;-1.93;1394;24;35;20;385;20;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3976;;3976;;2239;27;39;32;206;43;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3949;-0.68;3949;-0.68;2191;27;27;43;211;37;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3859;-2.28;3839;-2.79;2157;28;28;26;219;38;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3757;-2.64;3753;-2.24;2111;22;30;26;207;45;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3571;-4.95;3573;-4.80;1994;28;18;28;237;36;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3437;-3.75;3439;-3.75;1926;22;31;21;234;36;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3388;-1.43;3389;-1.45;1891;23;25;27;236;32;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Paulus";"1903315";3331;-1.68;3332;-1.68;1849;21;25;28;240;31;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";10163;;10163;;5702;114;100;128;36;85;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";10011;-1.50;10011;-1.50;5601;81;113;106;39;97;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";9747;-2.64;9694;-3.17;5449;68;88;124;39;99;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";9417;-3.39;9408;-2.95;5263;82;71;86;34;82;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";9181;-2.51;9187;-2.35;5175;67;86;73;42;98;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";8888;-3.19;8892;-3.21;5020;69;68;86;45;90;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";8603;-3.21;8605;-3.23;4837;60;71;64;45;106;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Haspe";"1903319";8297;-3.56;8299;-3.56;4684;82;60;70;42;111;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3902;;3902;;2276;28;33;25;7;26;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3801;-2.59;3801;-2.59;2206;25;28;33;10;28;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3723;-2.05;3703;-2.58;2142;30;27;29;10;34;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3756;0.89;3752;1.32;2154;26;30;31;8;26;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3702;-1.44;3704;-1.28;2122;26;29;28;12;36;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3583;-3.21;3585;-3.21;2067;17;24;28;12;46;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3524;-1.65;3525;-1.67;2024;26;19;24;13;36;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Herdecke";"1903320";3446;-2.21;3448;-2.18;1998;26;30;19;13;37;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2793;;2793;;1561;17;19;28;49;30;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2785;-0.29;2785;-0.29;1563;23;18;24;48;27;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2768;-0.61;2753;-1.15;1539;16;23;20;50;20;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2714;-1.95;2711;-1.53;1523;19;21;23;52;28;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2630;-3.10;2632;-2.91;1485;15;20;19;57;23;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2565;-2.47;2566;-2.51;1451;11;14;20;63;22;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2489;-2.96;2491;-2.92;1413;14;12;16;59;28;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Wetter/Ruhr";"1903323";2455;-1.37;2456;-1.41;1395;13;14;12;55;35;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";28;;28;;13;0;1;0;28;0;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";33;17.86;33;17.86;16;0;0;1;33;0;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";31;-6.06;31;-6.06;14;0;0;0;31;0;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";31;0.00;31;0.00;14;0;0;0;31;0;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";30;-3.23;30;-3.23;14;0;0;0;30;0;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";32;6.67;32;6.67;13;0;0;0;32;0;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";31;-3.13;31;-3.13;12;0;0;0;31;0;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Wetter-Freiheit";"1903324";29;-6.45;29;-6.45;11;0;0;0;29;0;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4496;;4496;;2441;49;62;71;15;44;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4414;-1.82;4414;-1.82;2400;51;49;61;22;40;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4356;-1.31;4333;-1.84;2360;49;52;52;29;37;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4266;-2.07;4262;-1.64;2302;45;51;50;33;25;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4260;-0.14;4263;0.02;2312;44;45;53;43;52;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4218;-0.99;4220;-1.01;2294;38;44;44;48;37;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4154;-1.52;4157;-1.49;2282;37;39;44;47;34;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Breckerfeld-Jakobus";"1903328";4124;-0.72;4125;-0.77;2260;41;35;40;48;44;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2412;;2412;;1317;30;26;23;11;20;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2322;-3.73;2322;-3.73;1257;25;30;23;12;15;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2304;-0.78;2292;-1.29;1239;17;26;28;12;12;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2239;-2.82;2237;-2.40;1207;15;18;28;9;27;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2218;-0.94;2219;-0.80;1208;21;19;18;13;21;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2175;-1.94;2176;-1.94;1188;14;21;20;14;27;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2118;-2.62;2118;-2.67;1155;10;15;21;14;18;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Auferstehung";"1903329";2080;-1.79;2080;-1.79;1145;13;11;15;15;22;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";5006;;5006;;2780;55;46;55;39;42;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";4898;-2.16;4898;-2.16;2716;48;57;45;43;35;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";4777;-2.47;4752;-2.98;2610;37;49;57;40;44;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";4675;-2.14;4670;-1.73;2579;40;43;54;44;46;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";4591;-1.80;4594;-1.63;2538;40;42;41;48;47;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";4462;-2.81;4464;-2.83;2450;38;44;44;39;36;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";4327;-3.03;4325;-3.11;2383;33;40;44;40;35;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Volmarstein";"1903330";4172;-3.58;4173;-3.51;2293;26;36;40;19;42;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";13213;;13213;;7349;90;125;111;161;105;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";12959;-1.92;12959;-1.92;7191;101;97;129;169;123;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";12701;-1.99;12633;-2.52;7037;105;102;96;168;125;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";12370;-2.61;12358;-2.18;6868;86;104;102;160;125;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";12213;-1.27;12219;-1.12;6763;95;91;101;171;132;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";11852;-2.96;11859;-2.95;6589;72;90;88;176;135;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";11448;-3.41;11453;-3.42;6376;82;73;88;168;119;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Lydia";"1903331";11160;-2.52;11163;-2.53;6197;72;92;74;93;137;
2014;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";1122;;1122;;674;5;10;5;113;6;
2015;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";1091;-2.76;1091;-2.76;656;10;6;10;113;7;
2016;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";1059;-2.93;1053;-3.48;629;10;10;6;113;6;
2017;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";1113;5.10;1112;5.60;656;5;11;10;108;2;
2018;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";983;-11.68;984;-11.51;590;8;6;11;113;7;
2019;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";929;-5.49;929;-5.59;550;10;8;6;109;3;
2020;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";881;-5.17;881;-5.17;512;9;9;7;104;2;
2021;"Kirchengemeinden";"Hagen";"19033";"KG Hagen-Reformiert";"1903381";853;-3.18;853;-3.18;495;2;9;10;103;9;
2014;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1354;;1350;;697;17;17;28;31;11;
2015;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1324;-2.22;1324;-1.93;683;15;18;17;33;10;
2016;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1307;-1.28;1303;-1.59;680;11;16;19;36;9;
2017;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1249;-4.44;1245;-4.45;648;15;12;16;30;15;
2018;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1266;1.36;1265;1.61;663;9;15;14;34;9;
2019;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1235;-2.45;1234;-2.45;650;9;9;16;40;12;
2020;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1205;-2.43;1335;8.18;694;10;11;9;42;11;
2021;"Kirchengemeinden";"Halle";"19034";"KG Bockhorst";"1903401";1190;-1.24;1188;-11.01;619;8;13;10;58;14;
2014;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";4123;;4110;;2208;51;50;59;5;29;
2015;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";4077;-1.12;4077;-0.80;2197;57;54;52;5;33;
2016;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";3962;-2.82;3950;-3.12;2141;37;58;57;5;25;
2017;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";3889;-1.84;3875;-1.90;2092;48;36;58;1;27;
2018;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";3852;-0.95;3849;-0.67;2075;38;48;38;8;33;
2019;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";3784;-1.77;3780;-1.79;2031;35;40;48;8;40;
2020;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";3734;-1.32;3743;-0.98;2024;33;35;43;9;27;
2021;"Kirchengemeinden";"Halle";"19034";"KG Borgholzhausen";"1903402";3661;-1.96;3657;-2.30;1986;31;35;33;9;48;
2014;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";2069;;2062;;1076;22;16;22;11;11;
2015;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";2041;-1.35;2041;-1.02;1067;22;22;17;11;16;
2016;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";2022;-0.93;2016;-1.22;1056;21;21;22;11;15;
2017;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";1991;-1.53;1984;-1.59;1035;19;22;22;15;18;
2018;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";2010;0.95;2009;1.26;1053;17;21;24;15;20;
2019;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";1974;-1.79;1972;-1.84;1037;27;18;21;24;19;
2020;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";1934;-2.03;1935;-1.88;1006;21;27;19;31;20;
2021;"Kirchengemeinden";"Halle";"19034";"KG Brockhagen";"1903403";1870;-3.31;1866;-3.57;969;11;22;28;31;25;
2014;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";10628;;10594;;5752;121;126;136;23;89;
2015;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";10524;-0.98;10524;-0.66;5693;98;125;127;26;87;
2016;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";10365;-1.51;10333;-1.81;5586;111;108;132;39;85;
2017;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";10304;-0.59;10269;-0.62;5562;103;116;113;49;93;
2018;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";10159;-1.41;10151;-1.15;5483;100;105;117;51;85;
2019;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";9913;-2.42;9903;-2.44;5373;84;100;107;62;79;
2020;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";9658;-2.57;9657;-2.48;5262;81;85;100;63;102;
2021;"Kirchengemeinden";"Halle";"19034";"KG Halle";"1903404";9428;-2.38;9423;-2.42;5143;99;82;85;66;70;
2014;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3753;;3741;;2049;32;42;55;31;49;
2015;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3758;0.13;3758;0.45;2044;47;30;42;34;47;
2016;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3727;-0.82;3716;-1.12;2025;37;48;32;34;65;
2017;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3693;-0.91;3680;-0.97;2024;52;35;51;31;49;
2018;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3651;-1.14;3648;-0.87;1999;39;56;36;33;63;
2019;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3582;-1.89;3579;-1.89;1974;35;42;56;35;38;
2020;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3557;-0.70;3558;-0.59;1959;31;37;43;47;39;
2021;"Kirchengemeinden";"Halle";"19034";"KG Harsewinkel";"1903405";3486;-2.00;3483;-2.11;1925;28;32;38;62;49;
2014;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";8515;;8488;;4710;101;116;122;11;74;
2015;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";8340;-2.06;8340;-1.74;4640;93;113;122;11;68;
2016;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";8189;-1.81;8164;-2.11;4562;79;96;116;14;70;
2017;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";8042;-1.80;8014;-1.84;4477;65;75;93;14;66;
2018;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";7886;-1.94;7880;-1.67;4384;67;69;79;12;81;
2019;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";7648;-3.02;7641;-3.03;4240;67;71;67;12;80;
2020;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";7443;-2.68;7445;-2.57;4164;51;66;73;12;82;
2021;"Kirchengemeinden";"Halle";"19034";"KG Steinhagen";"1903406";7212;-3.10;7208;-3.18;4018;60;53;68;15;82;
2014;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";10606;;10572;;5573;108;121;141;11;88;
2015;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";10449;-1.48;10449;-1.16;5518;88;110;125;11;73;
2016;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";10270;-1.71;10239;-2.01;5401;96;96;108;9;80;
2017;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";10045;-2.19;10010;-2.24;5301;109;101;98;9;79;
2018;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";9926;-1.18;9919;-0.91;5247;90;116;103;14;93;
2019;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";9721;-2.07;9712;-2.09;5145;95;94;120;12;81;
2020;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";9545;-1.81;9548;-1.69;5052;87;97;98;12;90;
2021;"Kirchengemeinden";"Halle";"19034";"KG Versmold";"1903407";9332;-2.23;9332;-2.26;4948;73;88;100;10;84;
2014;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";6370;;6350;;3387;75;78;68;36;42;
2015;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";6210;-2.51;6210;-2.20;3319;71;74;78;37;49;
2016;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";6185;-0.40;6166;-0.71;3289;57;72;74;39;21;
2017;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";6242;0.92;6220;0.88;3309;58;60;71;42;16;
2018;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";5902;-5.45;5898;-5.18;3143;56;56;60;41;56;
2019;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";5780;-2.07;5774;-2.10;3098;39;60;57;41;40;
2020;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";5640;-2.42;5641;-2.30;3031;65;40;58;41;39;
2021;"Kirchengemeinden";"Halle";"19034";"KG Werther";"1903408";5560;-1.42;5554;-1.54;2980;49;65;40;43;57;
2014;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";11357;;11357;;6244;94;107;120;4;122;
2015;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";11133;-1.97;11133;-1.97;6134;89;102;116;6;125;
2016;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";10847;-2.57;10782;-3.15;5952;78;90;95;8;127;
2017;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";10787;-0.55;10662;-1.11;5862;77;80;91;10;93;
2018;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";10535;-2.34;10492;-1.59;5792;64;78;88;12;131;
2019;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";10334;-1.91;10300;-1.83;5708;74;65;80;10;110;
2020;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";10034;-2.90;10023;-2.69;5570;74;73;60;13;123;
2021;"Kirchengemeinden";"Hamm";"19035";"KG Ahlen";"1903501";9767;-2.66;9755;-2.67;5447;66;73;74;12;110;
2014;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";8043;;8043;;4356;71;94;86;7;87;
2015;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";7973;-0.87;7973;-0.87;4317;77;74;93;7;92;
2016;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";7898;-0.94;7850;-1.54;4268;68;83;82;13;101;
2017;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";7795;-1.30;7704;-1.86;4207;66;68;83;12;69;
2018;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";7560;-3.01;7529;-2.27;4108;57;69;72;11;99;
2019;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";7458;-1.35;7434;-1.26;4058;67;56;70;10;82;
2020;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";7251;-2.78;7239;-2.62;3969;49;73;66;10;77;
2021;"Kirchengemeinden";"Hamm";"19035";"KG Bockum-Hövel";"1903503";7110;-1.94;7095;-1.99;3890;61;53;72;11;83;
2014;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";7570;;7570;;4202;72;89;111;4;63;
2015;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";7435;-1.78;7435;-1.78;4126;89;75;89;8;54;
2016;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";7349;-1.16;7305;-1.75;4057;62;90;79;7;64;
2017;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";7298;-0.69;7213;-1.26;3978;58;61;92;8;58;
2018;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";7164;-1.84;7134;-1.10;3934;68;57;65;8;69;
2019;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";6980;-2.57;6958;-2.47;3822;47;71;56;7;74;
2020;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";6798;-2.61;6790;-2.41;3698;56;51;71;5;69;
2021;"Kirchengemeinden";"Hamm";"19035";"KG Bönen";"1903504";6651;-2.16;6647;-2.11;3636;55;62;54;6;70;
2014;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";13634;;13634;;7498;105;105;119;70;154;
2015;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";13457;-1.30;13457;-1.30;7380;105;115;106;80;120;
2016;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";13096;-2.68;13017;-3.27;7152;74;100;117;79;116;
2017;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";12873;-1.70;12722;-2.27;6983;100;73;104;66;114;
2018;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";12350;-4.06;12299;-3.32;6739;102;96;72;75;111;
2019;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";12028;-2.61;11989;-2.52;6606;71;102;97;86;123;
2020;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";11664;-3.03;11643;-2.89;6424;73;66;103;86;118;
2021;"Kirchengemeinden";"Hamm";"19035";"KG Hamm";"1903507";11363;-2.58;11346;-2.55;6250;63;76;68;92;109;
2014;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";4470;;4470;;2437;39;54;46;45;35;
2015;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";4408;-1.39;4408;-1.39;2401;35;41;57;53;40;
2016;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";4340;-1.54;4314;-2.13;2349;43;38;39;51;65;
2017;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";4333;-0.16;4283;-0.72;2347;32;46;38;55;53;
2018;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";4189;-3.32;4172;-2.59;2292;24;31;45;58;48;
2019;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";4067;-2.91;4054;-2.83;2212;27;24;31;53;48;
2020;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";3973;-2.31;3954;-2.47;2157;19;26;25;61;43;
2021;"Kirchengemeinden";"Hamm";"19035";"KG Heessen";"1903508";3895;-1.96;3882;-1.82;2114;31;18;27;57;47;
2014;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4685;;4685;;2466;47;44;51;27;41;
2015;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4631;-1.15;4631;-1.15;2425;32;44;46;26;37;
2016;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4514;-2.53;4487;-3.11;2367;27;33;43;25;50;
2017;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4455;-1.31;4403;-1.87;2309;32;30;33;23;47;
2018;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4308;-3.30;4290;-2.57;2249;36;33;31;25;40;
2019;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4192;-2.69;4179;-2.59;2210;27;37;34;27;51;
2020;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4117;-1.79;4112;-1.60;2170;32;30;35;28;48;
2021;"Kirchengemeinden";"Hamm";"19035";"KG Herringen";"1903509";4040;-1.87;4021;-2.21;2115;23;33;32;26;44;
2014;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2244;;2244;;1176;32;27;37;2;40;
2015;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2283;1.74;2283;1.74;1182;20;34;28;3;28;
2016;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2258;-1.10;2244;-1.71;1162;18;20;33;3;41;
2017;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2276;0.80;2250;0.27;1181;26;20;20;3;39;
2018;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2250;-1.14;2241;-0.40;1186;16;26;22;3;33;
2019;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2236;-0.62;2229;-0.54;1184;26;18;27;1;31;
2020;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2275;1.74;2266;1.66;1209;22;28;19;1;48;
2021;"Kirchengemeinden";"Hamm";"19035";"KG Sendenhorst";"1903514";2221;-2.37;2216;-2.21;1177;13;23;30;0;41;
