"kgkoe";"ggfest";"dggfest"
"1904322";2.385;0,04
"1904322";2.373;-0,50
"1904322";2.349;-1,01
"1904322";2.280;-2,94
"1904322";2.241;-1,71
"1904322";2.197;-1,96
"1904323";7.467;-0,89
"1904323";7.436;-0,42
"1904323";7.525;1,20
"1904323";7.363;-2,15
"1904323";7.174;-2,57
"1904323";6.993;-2,52
"1904323";6.888;-1,50
"1904324";3.286;-1,65
"1904324";3.286;0,00
"1904324";3.251;-1,07
"1904324";3.235;-0,49
"1904324";3.199;-1,11
"1904324";3.206;0,22
"1904324";3.106;-3,12
"1904326";3.018;0,07
"1904326";2.968;-1,66
"1904326";2.923;-1,52
"1904326";2.883;-1,37
"1904326";2.927;1,53
"1904326";2.877;-1,71
"1904326";2.828;-1,70
"1904327";6.186;-0,96
"1904327";6.133;-0,86
"1904327";6.086;-0,77
"1904327";6.043;-0,71
"1904327";5.924;-1,97
"1904327";5.806;-1,99
"1904327";5.663;-2,46
"1904328";3.628;-3,72
"1904328";3.608;-0,55
"1904328";3.571;-1,03
"1904328";3.553;-0,50
"1904328";3.450;-2,90
"1904328";3.388;-1,80
"1904328";3.331;-1,68
"1904329";3.249;-1,61
"1904329";3.236;-0,40
"1904329";3.177;-1,82
"1904329";3.163;-0,44
"1904329";3.091;-2,28
"1904329";3.028;-2,04
"1904329";3.031;0,10
"1904330";4.306;-1,89
"1904330";4.310;0,09
"1904330";4.250;-1,39
"1904330";4.246;-0,09
"1904330";4.220;-0,61
"1904330";4.139;-1,92
"1904330";4.089;-1,21
"1904402";5.452;-0,35
"1904402";5.357;-1,74
"1904402";5.288;-1,29
"1904402";5.308;0,38
"1904402";5.207;-1,90
"1904402";5.118;-1,71
"1904402";5.129;0,21
"1904403";4.855;-1,90
"1904403";4.844;-0,23
"1904403";4.739;-2,17
"1904403";4.849;2,32
"1904403";5.165;6,52
"1904403";4.832;-6,45
"1904403";4.808;-0,50
"1904405";3.254;0,18
"1904405";3.241;-0,40
"1904405";3.270;0,89
"1904405";3.254;-0,49
"1904405";3.172;-2,52
"1904405";3.164;-0,25
"1904405";3.135;-0,92
"1904410";3.713;0,13
"1904410";3.660;-1,43
"1904410";3.592;-1,86
"1904410";3.549;-1,20
"1904410";3.522;-0,76
"1904410";3.572;1,42
"1904410";3.545;-0,76
"1904412";2.685;-0,48
"1904412";2.685;0,00
"1904412";2.636;-1,82
"1904412";2.650;0,53
"1904412";2.618;-1,21
"1904412";2.594;-0,92
"1904412";2.571;-0,89
"1904414";1.488;-1,06
"1904414";1.447;-2,76
"1904414";1.454;0,48
"1904414";1.505;3,51
"1904414";1.494;-0,73
"1904414";1.482;-0,80
"1904414";1.479;-0,20
"1904417";16.959;-1,03
"1904417";16.787;-1,01
"1904417";16.936;0,89
"1904417";16.978;0,25
"1904417";16.682;-1,74
"1904417";16.347;-2,01
"1904417";15.978;-2,26
"1904419";2.735;-0,83
"1904419";2.707;-1,02
"1904419";2.701;-0,22
"1904419";2.689;-0,44
"1904419";2.628;-2,27
"1904419";2.592;-1,37
"1904419";2.556;-1,39
"1904421";5.603;-0,64
"1904421";5.524;-1,41
"1904421";5.469;-1,00
"1904421";5.467;-0,04
"1904421";5.408;-1,08
"1904421";5.352;-1,04
"1904421";5.345;-0,13
"1904425";3.439;0,03
"1904425";3.386;-1,54
"1904425";3.355;-0,92
"1904425";3.318;-1,10
"1904425";3.256;-1,87
"1904425";3.219;-1,14
"1904425";3.198;-0,65
"1904426";5.635;-1,30
"1904426";5.515;-2,13
"1904426";5.492;-0,42
"1904426";5.463;-0,53
"1904426";5.321;-2,60
"1904426";5.280;-0,77
"1904426";5.209;-1,34
"1904428";9.596;-2,65
"1904428";9.451;-1,51
"1904428";9.254;-2,08
"1904428";9.156;-1,06
"1904428";9.051;-1,15
"1904428";8.831;-2,43
"1904428";8.766;-0,74
"1904429";7.024;-0,28
"1904429";7.079;0,78
"1904429";6.978;-1,43
"1904429";6.885;-1,33
"1904429";6.818;-0,97
"1904429";6.777;-0,60
"1904429";6.823;0,68
"1904430";8.472;-1,25
"1904430";8.572;1,18
"1904430";8.286;-3,34
"1904430";7.866;-5,07
"1904430";7.987;1,54
"1904430";8.017;0,38
"1904430";7.948;-0,86
"1904602";9.747;-1,62
"1904602";9.629;-1,21
"1904602";9.524;-1,09
"1904602";9.453;-0,75
"1904602";9.315;-1,46
"1904602";9.195;-1,29
"1904602";9.024;-1,86
"1904605";7.860;-1,12
"1904605";7.745;-1,46
"1904605";7.677;-0,88
"1904605";7.548;-1,68
"1904605";7.350;-2,62
"1904605";7.241;-1,48
"1904605";7.117;-1,71
"1904606";7.410;-0,34
"1904606";7.395;-0,20
"1904606";7.359;-0,49
"1904606";7.338;-0,29
"1904606";7.279;-0,80
"1904606";7.173;-1,46
"1904606";7.119;-0,75
"1904610";23.417;-1,73
"1904610";22.798;-2,64
"1904610";22.380;-1,83
"1904610";21.961;-1,87
"1904610";21.539;-1,92
"1904610";21.049;-2,27
"1904610";20.466;-2,77
"1904613";8.543;-1,10
"1904613";8.403;-1,64
"1904613";8.312;-1,08
"1904613";8.056;-3,08
"1904613";7.843;-2,64
"1904613";7.734;-1,39
"1904613";7.545;-2,44
"1904620";8.145;-0,53
"1904620";8.007;-1,69
"1904620";7.907;-1,25
"1904620";7.853;-0,68
"1904620";7.716;-1,74
"1904620";7.636;-1,04
"1904620";7.518;-1,55
"1904622";3.306;-1,93
"1904622";3.293;-0,39
"1904622";3.259;-1,03
"1904622";3.183;-2,33
"1904622";3.149;-1,07
"1904622";3.091;-1,84
"1904622";3.020;-2,30
"1904623";10.404;-1,49
"1904623";10.382;-0,21
"1904623";10.166;-2,08
"1904623";9.984;-1,79
"1904623";9.721;-2,63
"1904623";9.483;-2,45
"1904623";9.243;-2,53
"1904624";11.341;-2,66
"1904624";11.102;-2,11
"1904624";10.928;-1,57
"1904624";10.679;-2,28
"1904624";10.440;-2,24
"1904624";10.142;-2,85
"1904624";9.863;-2,75
"1904625";15.042;-1,45
"1904625";14.746;-1,97
"1904625";14.556;-1,29
"1904625";14.094;-3,17
"1904625";13.684;-2,91
"1904625";13.458;-1,65
"1904625";13.203;-1,89
"1904701";10.985;-2,81
"1904701";10.557;-3,90
"1904701";10.725;1,59
"1904701";10.455;-2,52
"1904701";10.101;-3,39
"1904701";9.834;-2,64
"1904701";9.655;-1,82
"1904706";11.359;-1,53
"1904706";11.108;-2,21
"1904706";11.473;3,29
"1904706";11.196;-2,41
"1904706";10.756;-3,93
"1904706";10.387;-3,43
"1904706";10.219;-1,62
"1904708";6.059;-2,48
"1904708";5.941;-1,95
"1904708";5.935;-0,10
"1904708";5.794;-2,38
"1904708";5.619;-3,02
"1904708";5.472;-2,62
"1904708";5.403;-1,26
"1904709";7.573;-2,45
"1904709";7.555;-0,24
"1904709";7.891;4,45
"1904709";7.329;-7,12
"1904709";7.102;-3,10
"1904709";7.081;-0,30
"1904709";6.849;-3,28
"1904710";5.922;-1,76
"1904710";5.782;-2,36
"1904710";5.833;0,88
"1904710";5.666;-2,86
"1904710";5.551;-2,03
"1904710";5.453;-1,77
"1904710";5.316;-2,51
"1904801";5.141;-2,09
"1904801";5.097;-0,86
"1904801";4.962;-2,65
"1904801";4.854;-2,18
"1904801";4.742;-2,31
"1904801";4.632;-2,32
"1904801";4.507;-2,70
"1904802";1.985;-3,50
"1904802";1.945;-2,02
"1904802";1.839;-5,45
"1904802";1.762;-4,19
"1904802";1.702;-3,41
"1904802";1.636;-3,88
"1904802";1.590;-2,81
"1904807";3.379;-1,31
"1904807";3.277;-3,02
"1904807";3.172;-3,20
"1904807";3.101;-2,24
"1904807";2.994;-3,45
"1904807";2.921;-2,44
"1904807";2.850;-2,43
"1904808";5.089;-0,82
"1904808";5.028;-1,20
"1904808";4.990;-0,76
"1904808";4.904;-1,72
"1904808";4.841;-1,28
"1904808";4.737;-2,15
"1904808";4.647;-1,90
"1904810";5.350;-1,31
"1904810";5.318;-0,60
"1904810";5.205;-2,12
"1904810";5.141;-1,23
"1904810";5.022;-2,31
"1904810";4.891;-2,61
"1904810";4.826;-1,33
"1904811";2.814;0,32
"1904811";2.757;-2,03
"1904811";2.671;-3,12
"1904811";2.654;-0,64
"1904811";2.581;-2,75
"1904811";2.524;-2,21
"1904811";2.487;-1,47
"1904812";7.085;-0,94
"1904812";6.862;-3,15
"1904812";6.627;-3,42
"1904812";6.539;-1,33
"1904812";6.319;-3,36
"1904812";6.090;-3,62
"1904812";5.877;-3,50
"1904813";5.274;-1,33
"1904813";5.178;-1,82
"1904813";5.014;-3,17
"1904813";4.918;-1,91
"1904813";4.791;-2,58
"1904813";4.638;-3,19
"1904813";4.481;-3,39
"1904814";5.360;-1,67
"1904814";5.264;-1,79
"1904814";5.154;-2,09
"1904814";5.074;-1,55
"1904814";4.957;-2,31
"1904814";4.857;-2,02
"1904814";4.721;-2,80
"1904815";3.215;-1,47
"1904815";3.163;-1,62
"1904815";3.082;-2,56
"1904815";3.011;-2,30
"1904815";2.901;-3,65
"1904815";2.842;-2,03
"1904815";2.743;-3,48
"1904817";5.903;-1,88
"1904817";5.798;-1,78
"1904817";5.591;-3,57
"1904817";5.526;-1,16
"1904817";5.403;-2,23
"1904817";5.315;-1,63
"1904817";5.238;-1,45
"1904818";2.799;-1,24
"1904818";2.777;-0,79
"1904818";2.714;-2,27
"1904818";2.627;-3,21
"1904818";2.566;-2,32
"1904818";2.527;-1,52
"1904818";2.488;-1,54
"1904820";3.123;-1,73
"1904820";3.065;-1,86
"1904820";2.965;-3,26
"1904820";2.892;-2,46
"1904820";2.863;-1,00
"1904820";2.834;-1,01
"1904820";2.787;-1,66
"1904821";3.230;-3,38
"1904821";3.166;-1,98
"1904821";3.132;-1,07
"1904821";3.101;-0,99
"1904821";3.090;-0,35
"1904821";3.072;-0,58
"1904821";2.946;-4,10
"1904822";8.301;-0,04
"1904822";8.238;-0,76
"1904822";8.168;-0,85
"1904822";8.111;-0,70
"1904822";7.981;-1,60
"1904822";7.892;-1,12
"1904822";7.777;-1,46
"1904824";3.854;-1,43
"1904824";3.739;-2,98
"1904824";3.594;-3,88
"1904824";3.492;-2,84
"1904824";3.423;-1,98
"1904824";3.370;-1,55
"1904824";3.259;-3,29
"1904825";2.592;-1,29
"1904825";2.541;-1,97
"1904825";2.473;-2,68
"1904825";2.394;-3,19
"1904825";2.344;-2,09
"1904825";2.287;-2,43
"1904825";2.201;-3,76
"1904826";2.924;0,10
"1904826";2.834;-3,08
"1904826";2.816;-0,64
"1904826";2.792;-0,85
"1904826";2.756;-1,29
"1904826";2.611;-5,26
"1904826";2.509;-3,91
"1904827";4.509;-0,66
"1904827";4.532;0,51
"1904827";4.342;-4,19
"1904827";4.353;0,25
"1904827";4.203;-3,45
"1904827";4.069;-3,19
"1904827";3.982;-2,14
"1904828";2.254;-1,23
"1904828";2.219;-1,55
"1904828";2.174;-2,03
"1904828";2.179;0,23
"1904828";2.139;-1,84
"1904828";2.051;-4,11
"1904828";2.029;-1,07
"1904829";6.144;-1,65
"1904829";6.060;-1,37
"1904829";5.859;-3,32
"1904829";5.768;-1,55
"1904829";5.621;-2,55
"1904829";5.433;-3,34
"1904829";5.227;-3,79
"1904831";7.304;-1,66
"1904831";7.260;-0,60
"1904831";7.079;-2,49
"1904831";6.929;-2,12
"1904831";6.807;-1,76
"1904831";6.667;-2,06
"1904831";6.531;-2,04
"1904832";13.833;-1,72
"1904832";13.623;-1,52
"1904832";13.238;-2,83
"1904832";13.064;-1,31
"1904832";12.772;-2,24
"1904832";12.546;-1,77
"1904832";12.221;-2,59
"1904834";9.759;-0,45
"1904834";9.734;-0,26
"1904834";9.571;-1,67
"1904834";9.427;-1,50
"1904834";9.346;-0,86
"1904834";9.272;-0,79
"1904834";9.210;-0,67
"1905001";5.817;-0,80
"1905001";5.844;0,46
"1905001";5.760;-1,44
"1905001";5.713;-0,82
"1905001";5.657;-0,98
"1905001";5.583;-1,31
"1905001";5.524;-1,06
"1905002";587;-0,17
"1905002";574;-2,21
"1905002";583;1,57
"1905002";582;-0,17
"1905002";589;1,20
"1905002";606;2,89
"1905002";624;2,97
"1905003";1.603;0,56
"1905003";1.603;0,00
"1905003";1.615;0,75
"1905003";1.605;-0,62
"1905003";1.639;2,12
"1905003";1.600;-2,38
"1905003";1.563;-2,31
"1905004";7.579;-1,38
"1905004";7.530;-0,65
"1905004";7.477;-0,70
"1905004";7.451;-0,35
"1905004";7.354;-1,30
"1905004";7.280;-1,01
"1905004";7.138;-1,95
"1905005";4.450;-1,00
"1905005";4.427;-0,52
"1905005";4.414;-0,29
"1905005";4.408;-0,14
"1905005";4.372;-0,82
"1905005";4.300;-1,65
"1905005";4.276;-0,56
"1905006";3.209;0,38
"1905006";3.192;-0,53
"1905006";3.132;-1,88
"1905006";3.159;0,86
"1905006";3.115;-1,39
"1905006";3.098;-0,55
"1905006";3.030;-2,19
"1905007";5.701;-1,16
"1905007";5.653;-0,84
"1905007";5.544;-1,93
"1905007";5.495;-0,88
"1905007";5.431;-1,16
"1905007";5.379;-0,96
"1905007";5.289;-1,67
"1905008";5.416;-0,50
"1905008";5.342;-1,37
"1905008";5.268;-1,39
"1905008";5.186;-1,56
"1905008";5.133;-1,02
"1905008";5.066;-1,31
"1905008";5.003;-1,24
"1905009";7.756;-0,70
"1905009";7.723;-0,43
"1905009";7.719;-0,05
"1905009";7.599;-1,55
"1905009";7.568;-0,41
"1905009";7.521;-0,62
"1905009";7.404;-1,56
"1905010";5.134;-1,02
"1905010";5.102;-0,62
"1905010";5.056;-0,90
"1905010";5.030;-0,51
"1905010";4.963;-1,33
"1905010";4.922;-0,83
"1905010";4.847;-1,52
"1905011";5.439;0,20
"1905011";5.444;0,09
"1905011";5.334;-2,02
"1905011";5.361;0,51
"1905011";5.346;-0,28
"1905011";5.265;-1,52
"1905011";5.222;-0,82
"1905012";4.148;-0,62
"1905012";4.130;-0,43
"1905012";4.122;-0,19
"1905012";4.091;-0,75
"1905012";4.079;-0,29
"1905012";4.050;-0,71
"1905012";3.999;-1,26
"1905013";10.529;-2,60
"1905013";10.369;-1,52
"1905013";10.249;-1,16
"1905013";10.177;-0,70
"1905013";9.870;-3,02
"1905013";9.646;-2,27
"1905013";9.369;-2,87
"1905014";3.066;-0,62
"1905014";3.028;-1,24
"1905014";3.005;-0,76
"1905014";3.027;0,73
"1905014";3.034;0,23
"1905014";2.977;-1,88
"1905014";2.913;-2,15
"1905015";2.918;0,10
"1905015";2.872;-1,58
"1905015";2.845;-0,94
"1905015";2.872;0,95
"1905015";2.853;-0,66
"1905015";2.822;-1,09
"1905015";2.820;-0,07
"1905017";1.871;-0,21
"1905017";1.886;0,80
"1905017";1.872;-0,74
"1905017";1.856;-0,85
"1905017";1.860;0,22
"1905017";1.829;-1,67
"1905017";1.775;-2,95
"1905018";578;-2,20
"1905018";579;0,17
"1905018";597;3,11
"1905018";591;-1,01
"1905018";587;-0,68
"1905018";588;0,17
"1905018";588;0,00
"1905020";734;-1,21
"1905020";710;-3,27
"1905020";704;-0,85
"1905020";707;0,43
"1905020";698;-1,27
"1905020";691;-1,00
"1905020";691;0,00
"1905021";3.235;0,47
"1905021";3.212;-0,71
"1905021";3.169;-1,34
"1905021";3.131;-1,20
"1905021";3.083;-1,53
"1905021";3.065;-0,58
"1905021";3.015;-1,63
"1905022";4.868;-0,51
"1905022";4.809;-1,21
"1905022";4.818;0,19
"1905022";4.803;-0,31
"1905022";4.738;-1,35
"1905022";4.689;-1,03
"1905022";4.673;-0,34
"1905102";3.334;-1,30
"1905102";3.329;-0,15
"1905102";3.349;0,60
"1905102";3.397;1,43
"1905102";3.342;-1,62
"1905102";3.274;-2,03
"1905102";3.292;0,55
"1905103";14.264;-0,97
"1905103";14.111;-1,07
"1905103";14.005;-0,75
"1905103";13.910;-0,68
"1905103";13.768;-1,02
"1905103";13.610;-1,15
"1905103";13.418;-1,41
"1905104";1.486;2,34
"1905104";1.456;-2,02
"1905104";1.430;-1,79
"1905104";1.402;-1,96
"1905104";1.381;-1,50
"1905104";1.363;-1,30
"1905104";1.336;-1,98
"1905105";3.723;-1,74
"1905105";3.701;-0,59
"1905105";3.682;-0,51
"1905105";3.635;-1,28
"1905105";3.563;-1,98
"1905105";3.526;-1,04
"1905105";3.468;-1,64
"1905108";11.410;-2,04
"1905108";11.123;-2,52
"1905108";11.038;-0,76
"1905108";10.748;-2,63
"1905108";10.431;-2,95
"1905108";10.139;-2,80
"1905108";9.827;-3,08
"1905110";3.473;-2,47
"1905110";3.419;-1,55
"1905110";3.320;-2,90
"1905110";3.275;-1,36
"1905110";3.239;-1,10
"1905110";3.173;-2,04
"1905110";3.108;-2,05
"1905111";2.411;-2,23
"1905111";2.373;-1,58
"1905111";2.334;-1,64
"1905111";2.242;-3,94
"1905111";2.171;-3,17
"1905111";2.094;-3,55
"1905111";2.028;-3,15
"1905112";2.487;-0,60
"1905112";2.512;1,01
"1905112";2.447;-2,59
"1905112";2.469;0,90
"1905112";2.464;-0,20
"1905112";2.416;-1,95
"1905112";2.383;-1,37
"1905113";2.354;0,90
"1905113";2.358;0,17
"1905113";2.381;0,98
"1905113";2.402;0,88
"1905113";2.425;0,96
"1905113";2.415;-0,41
"1905113";2.389;-1,08
"1905114";2.595;-0,42
"1905114";2.607;0,46
"1905114";2.634;1,04
"1905114";2.632;-0,08
"1905114";2.604;-1,06
"1905114";2.610;0,23
"1905114";2.578;-1,23
"1905115";6.781;-0,92
"1905115";6.755;-0,38
"1905115";6.679;-1,13
"1905115";6.682;0,04
"1905115";6.635;-0,70
"1905115";6.465;-2,56
"1905115";6.339;-1,95
"1905116";6.251;-0,32
"1905116";6.223;-0,45
"1905116";6.146;-1,24
"1905116";6.158;0,20
"1905116";5.983;-2,84
"1905116";5.994;0,18
"1905116";5.880;-1,90
"1905117";976;-2,79
"1905117";955;-2,15
"1905117";937;-1,88
"1905117";949;1,28
"1905117";944;-0,53
"1905117";930;-1,48
"1905117";915;-1,61
"1905119";2.202;-3,59
"1905119";2.136;-3,00
"1905119";2.137;0,05
"1905119";2.071;-3,09
"1905119";2.006;-3,14
"1905119";2.011;0,25
"1905119";1.955;-2,78
"1905120";1.618;-1,04
"1905120";1.587;-1,92
"1905120";1.547;-2,52
"1905120";1.535;-0,78
"1905120";1.482;-3,45
"1905120";1.457;-1,69
"1905120";1.424;-2,26
"1905121";6.174;-1,89
"1905121";6.042;-2,14
"1905121";6.033;-0,15
"1905121";5.930;-1,71
"1905121";5.813;-1,97
"1905121";5.672;-2,43
"1905121";5.536;-2,40
"1905126";4.103;-1,58
"1905126";4.093;-0,24
"1905126";4.066;-0,66
"1905126";4.028;-0,93
"1905126";3.935;-2,31
"1905126";3.870;-1,65
"1905126";3.823;-1,21
"1905202";11.035;-2,60
"1905202";10.800;-2,13
"1905202";10.514;-2,65
"1905202";10.256;-2,45
"1905202";9.981;-2,68
"1905202";9.741;-2,40
"1905202";9.459;-2,89
"1905203";3.639;-0,38
"1905203";3.557;-2,25
"1905203";3.524;-0,93
"1905203";3.497;-0,77
"1905203";3.400;-2,77
"1905203";3.342;-1,71
"1905203";3.302;-1,20
"1905204";1.594;-1,12
"1905204";1.590;-0,25
"1905204";1.550;-2,52
"1905204";1.544;-0,39
"1905204";1.536;-0,52
"1905204";1.533;-0,20
"1905204";1.519;-0,91
"1905205";4.211;-2,21
"1905205";4.171;-0,95
"1905205";4.100;-1,70
"1905205";4.037;-1,54
"1905205";3.943;-2,33
"1905205";3.859;-2,13
"1905205";3.779;-2,07
"1905206";3.815;-0,70
"1905206";3.730;-2,23
"1905206";3.531;-5,34
"1905206";3.587;1,59
"1905206";3.541;-1,28
"1905206";3.486;-1,55
"1905206";3.427;-1,69
"1905208";6.808;-1,30
"1905208";6.680;-1,88
"1905208";6.597;-1,24
"1905208";6.464;-2,02
"1905208";6.273;-2,95
"1905208";6.157;-1,85
"1905208";6.008;-2,42
"1905209";9.828;-1,34
"1905209";9.634;-1,97
"1905209";9.333;-3,12
"1905209";9.088;-2,63
"1905209";8.806;-3,10
"1905209";8.615;-2,17
"1905209";8.322;-3,40
"1905210";3.810;-0,31
"1905210";3.718;-2,41
"1905210";3.693;-0,67
"1905210";3.687;-0,16
"1905210";3.634;-1,44
"1905210";3.598;-0,99
"1905210";3.567;-0,86
"1905211";4.127;-2,34
"1905211";4.062;-1,57
"1905211";4.037;-0,62
"1905211";3.971;-1,63
"1905211";3.930;-1,03
"1905211";3.847;-2,11
"1905211";3.755;-2,39
"1905212";5.332;-1,50
"1905212";5.267;-1,22
"1905212";5.084;-3,47
"1905212";5.026;-1,14
"1905212";4.951;-1,49
"1905212";4.827;-2,50
"1905212";4.717;-2,28
"1905216";7.383;-2,10
"1905216";7.259;-1,68
"1905216";7.177;-1,13
"1905216";6.996;-2,52
"1905216";6.907;-1,27
"1905216";6.483;-6,14
"1905216";6.342;-2,17
"1905219";7.575;-1,97
"1905219";7.474;-1,33
"1905219";7.325;-1,99
"1905219";7.208;-1,60
"1905219";7.017;-2,65
"1905219";6.937;-1,14
"1905219";6.769;-2,42
"1905220";6.865;-1,66
"1905220";6.742;-1,79
"1905220";6.593;-2,21
"1905220";6.429;-2,49
"1905220";6.302;-1,98
"1905220";6.168;-2,13
"1905220";6.071;-1,57
"1905305";2.194;-1,48
"1905305";2.168;-1,19
"1905305";2.129;-1,80
"1905305";2.124;-0,23
"1905305";2.086;-1,79
"1905305";2.041;-2,16
"1905305";1.989;-2,55
"1905308";3.417;-0,64
"1905308";3.342;-2,19
"1905308";3.319;-0,69
"1905308";3.213;-3,19
"1905308";3.120;-2,89
"1905308";3.033;-2,79
"1905308";2.976;-1,88
"1905309";2.086;-2,57
"1905309";2.034;-2,49
"1905309";2.017;-0,84
"1905309";1.961;-2,78
"1905309";1.930;-1,58
"1905309";1.925;-0,26
"1905309";1.873;-2,70
"1905310";5.020;-1,82
"1905310";5.015;-0,10
"1905310";4.982;-0,66
"1905310";4.878;-2,09
"1905310";4.806;-1,48
"1905310";4.676;-2,70
"1905310";4.587;-1,90
"1905311";2.187;-1,09
"1905311";2.102;-3,89
"1905311";2.040;-2,95
"1905311";1.980;-2,94
"1905311";1.950;-1,52
"1905311";1.929;-1,08
"1905311";1.911;-0,93
"1905313";3.116;-0,89
"1905313";3.015;-3,24
"1905313";2.921;-3,12
"1905313";2.884;-1,27
"1905313";2.807;-2,67
"1905313";2.781;-0,93
"1905313";2.695;-3,09
"1905314";3.677;-0,41
"1905314";3.606;-1,93
"1905314";3.515;-2,52
"1905314";3.474;-1,17
"1905314";3.375;-2,85
"1905314";3.257;-3,50
"1905314";3.194;-1,93
"1905316";1.830;-0,71
"1905316";1.798;-1,75
"1905316";1.767;-1,72
"1905316";1.665;-5,77
"1905316";1.629;-2,16
"1905316";1.601;-1,72
"1905316";1.548;-3,31
"1905317";1.573;-0,69
"1905317";1.569;-0,25
"1905317";1.518;-3,25
"1905317";1.494;-1,58
"1905317";1.449;-3,01
"1905317";1.419;-2,07
"1905317";1.381;-2,68
"1905319";3.082;-2,68
"1905319";2.979;-3,34
"1905319";3.000;0,70
"1905319";2.864;-4,53
"1905319";2.808;-1,96
"1905319";2.726;-2,92
"1905319";2.685;-1,50
"1905321";741;-1,33
"1905321";743;0,27
"1905321";720;-3,10
"1905321";702;-2,50
"1905321";687;-2,14
"1905321";673;-2,04
"1905321";662;-1,63
"1905326";3.661;-1,35
"1905326";3.617;-1,20
"1905326";3.494;-3,40
"1905326";3.389;-3,01
"1905326";3.297;-2,71
"1905326";3.207;-2,73
"1905326";3.122;-2,65
"1905327";6.087;-1,98
"1905327";5.989;-1,61
"1905327";5.886;-1,72
"1905327";5.736;-2,55
"1905327";5.604;-2,30
"1905327";5.487;-2,09
"1905327";5.327;-2,92
"1905328";8.923;-1,78
"1905328";8.836;-0,98
"1905328";8.612;-2,54
"1905328";8.322;-3,37
"1905328";8.178;-1,73
"1905328";7.898;-3,42
"1905328";7.686;-2,68
"1905329";2.720;-0,07
"1905329";2.651;-2,54
"1905329";2.612;-1,47
"1905329";2.531;-3,10
"1905329";2.465;-2,61
"1905329";2.412;-2,15
"1905329";2.312;-4,15
"1905330";5.125;-2,16
"1905330";5.007;-2,30
"1905330";4.826;-3,61
"1905330";4.744;-1,70
"1905330";4.588;-3,29
"1905330";4.491;-2,11
"1905330";4.368;-2,74
"1905381";727;-3,20
"1905381";723;-0,55
"1905381";809;11,89
"1905381";666;-17,68
"1905381";649;-2,55
"1905381";635;-2,16
"1905381";642;1,10
"1905401";910;-0,87
"1905401";887;-2,53
"1905401";861;-2,93
"1905401";841;-2,32
"1905401";830;-1,31
"1905401";817;-1,57
"1905401";796;-2,57
"1905402";4.169;-2,02
"1905402";4.117;-1,25
"1905402";4.085;-0,78
"1905402";4.080;-0,12
"1905402";3.936;-3,53
"1905402";3.913;-0,58
"1905402";3.841;-1,84
"1905403";4.197;-1,06
"1905403";4.105;-2,19
"1905403";4.013;-2,24
"1905403";3.931;-2,04
"1905403";3.830;-2,57
"1905403";3.779;-1,33
"1905403";3.721;-1,53
"1905405";1.232;-1,12
"1905405";1.223;-0,73
"1905405";1.217;-0,49
"1905405";1.202;-1,23
"1905405";1.177;-2,08
"1905405";1.143;-2,89
"1905405";1.133;-0,87
"1905406";1.071;-1,83
"1905406";1.091;1,87
"1905406";1.074;-1,56
"1905406";1.086;1,12
"1905406";1.061;-2,30
"1905406";1.033;-2,64
"1905406";1.015;-1,74
"1905408";3.888;-1,87
"1905408";3.810;-2,01
"1905408";3.756;-1,42
"1905408";3.694;-1,65
"1905408";3.618;-2,06
"1905408";3.568;-1,38
"1905408";3.497;-1,99
"1905409";3.484;-1,05
"1905409";3.412;-2,07
"1905409";3.357;-1,61
"1905409";3.281;-2,26
"1905409";3.201;-2,44
"1905409";3.163;-1,19
"1905409";3.072;-2,88
"1905411";569;-1,90
"1905411";557;-2,11
"1905411";553;-0,72
"1905411";536;-3,07
"1905411";519;-3,17
"1905411";506;-2,50
"1905411";495;-2,17
"1905412";2.221;-0,58
"1905412";2.199;-0,99
"1905412";2.233;1,55
"1905412";2.192;-1,84
"1905412";2.131;-2,78
"1905412";2.140;0,42
"1905412";2.085;-2,57
"1905416";1.902;-0,47
"1905416";1.892;-0,53
"1905416";1.859;-1,74
"1905416";1.844;-0,81
"1905416";1.770;-4,01
"1905416";1.720;-2,82
"1905416";1.676;-2,56
"1905417";1.353;-4,31
"1905417";1.355;0,15
"1905417";1.350;-0,37
"1905417";1.301;-3,63
"1905417";1.268;-2,54
"1905417";1.247;-1,66
"1905417";1.210;-2,97
"1905420";3.501;-0,60
"1905420";3.429;-2,06
"1905420";3.409;-0,58
"1905420";3.402;-0,21
"1905420";3.362;-1,18
"1905420";3.295;-1,99
"1905420";3.198;-2,94
"1905421";2.525;-1,21
"1905421";2.484;-1,62
"1905421";2.403;-3,26
"1905421";2.370;-1,37
"1905421";2.336;-1,43
"1905421";2.279;-2,44
"1905421";2.234;-1,97
"1905422";2.257;-1,10
"1905422";2.215;-1,86
"1905422";2.167;-2,17
"1905422";2.144;-1,06
"1905422";2.107;-1,73
"1905422";2.063;-2,09
"1905422";2.028;-1,70
"1905501";5.197;-0,55
"1905501";5.110;-1,67
"1905501";5.035;-1,47
"1905501";4.973;-1,23
"1905501";4.881;-1,85
"1905501";4.795;-1,76
"1905501";4.670;-2,61
"1905502";3.652;-1,75
"1905502";3.649;-0,08
"1905502";3.660;0,30
"1905502";3.549;-3,03
"1905502";3.466;-2,34
"1905502";3.417;-1,41
"1905502";3.405;-0,35
"1905503";3.600;-0,91
"1905503";3.556;-1,22
"1905503";3.535;-0,59
"1905503";3.497;-1,07
"1905503";3.506;0,26
"1905503";3.478;-0,80
